br-230,12638.6220722
br-231,13207.8415658
br-232,19646.5152146
br-233,10530.0156739
br-234,32982.1550203
br-235,20816.1929722
br-236,11743.3583947
br-237,6828.07054806
br-238,47735.2265243
br-239,190419.708767
br-240,12837.8218651
br-241,5978.18996119
br-242,21211.2852829
br-243,13545.7186642
br-244,12555.6853867
br-245,15340.8572827
br-246,16331.9759688
br-247,58165.2165839
br-248,9064.0874908
br-249,12040.8072907
br-250,12966.2491508
br-251,20683.7853558
br-252,8659.70222729
br-253,13678.9524975
br-254,9917.55654156
br-255,11322.1892054
br-256,61760.079294
br-257,16780.2298074
br-258,17470.4736814
br-259,23859.0945732
br-260,9401.19743526
br-261,12882.9084953
br-262,15786.5278838
br-263,28402.2759552
br-264,31699.3766544
br-265,21377.3426775
br-266,13929.4335007
br-267,44350.9836
br-268,18389.270601
br-269,14265.6688967
br-270,12553.647103
br-271,220356.73737
br-272,30067.5504885
br-273,32514.7122523
br-274,26456.1058298
br-275,60594.8111509
br-276,9054.17107277
br-277,24058.3817768
br-278,31632.8215303
br-279,8774.84400535
br-280,78604.7973771
br-281,12548.4374141
br-282,31172.5245488
br-283,14751.7818682
br-284,11123.1881242
br-285,25617.1642789
br-286,12359.0579915
br-287,20227.9591838
br-288,6954.10130727
br-289,27208.3916374
br-290,62259.4914759
br-291,25916.6499392
br-292,2629.96418472
br-293,49645.8760002
br-294,8476.52523732
br-295,16469.563465
br-296,9686.10774289
br-297,15694.8496459
br-298,20860.4739757
br-299,16958.2844387
br-300,18356.5594053
br-301,16410.1358459
br-302,61546.1217569
br-303,28278.4363594
br-304,1972.41430807
br-305,15414.9449002
br-306,22034.7056329
br-307,3933.28279167
br-308,23493.5562322
br-309,8026.05457407
br-310,14823.5383226
br-311,15541.2069811
br-312,29969.2958467
br-313,24573.1424004
br-314,4369.34912217
br-315,16474.7863863
br-316,11351.0958204
br-317,56553.5133777
br-318,32226.4366127
br-319,11099.066967
br-320,81334.9698975
br-321,10338.9760123
br-322,4621.89652443
br-323,7758.38370454
br-324,23255.9360638
br-325,38399.680529
br-326,32601.2560481
br-327,58332.8724144
br-328,98400.4416404
br-329,16151.3758072
br-330,6121.50336535
br-331,565936.28926
br-332,15879.2354689
br-333,4907.34268147
br-334,11325.9304563
br-335,21218.2181782
br-336,27826.7732315
br-337,3864.07496208
br-338,10229.7970791
br-339,14889.8972903
br-340,7927.98434377
br-341,18640.8196959
br-342,7549.34303325
br-343,77508.4550883
br-344,21281.2008841
br-345,12249.8280828
br-346,24338.6923287
br-347,9026.5350436
br-348,22420.9004121
br-349,16948.9756311
br-350,15014.5219888
br-351,16581.1411822
br-352,13210.5371867
br-353,4831.26212269
br-354,21738.9749386
br-355,7610.91806877
br-356,14612.3222497
br-357,14128.6459982
br-358,15673.135941
br-359,20854.0878866
br-360,5184.678267
br-361,13179.3276083
br-362,12147.9712905
br-363,24657.1848876
br-364,173280.963424
br-365,33675.276054
br-366,15535.9213545
br-367,43549.0071998
br-368,56535.3433803
br-369,9388.41789269
br-370,6195.51289111
br-371,11468.7636733
br-372,17499.6601337
br-373,23845.1361125
br-374,62959.9171329
br-375,27255.8985075
br-376,60325.7844589
br-377,204009.884437
br-378,22451.6140151
br-379,14185.1679007
br-380,14988.6352908
br-381,6628.80832723
br-382,11538.2800845
br-383,12842.6424982
br-384,7047.79736546
br-385,20538.0896258
br-386,62402.6896633
br-387,7923.18635654
br-388,24772.7003023
br-389,6449.03683138
br-390,19178.207745
br-391,10143.5452935
br-392,15488.2946129
br-393,9794.3792325
br-394,65788.4347599
br-395,31020.1520489
br-396,9657.80434632
br-397,7040.11759126
br-398,18043.276265
br-399,13914.0325128
br-400,34152.6702792
br-401,12293.7048663
br-402,19580.578292
br-403,16927.9452418
br-404,24508.3842796
br-405,7954.95207835
br-406,8863.61067702
br-407,13117.3246303
br-408,75828.0284598
br-409,48401.1095825
br-410,29937.4155602
br-411,15579.6361254
br-412,7618.55885899
br-413,146470.799896
br-414,22343.6986338
br-415,27057.1088349
br-416,15522.4065125
br-417,22053.4894096
br-418,193240.891946
br-419,9766.88890374
br-420,13986.170148
br-421,6375.41931808
br-422,7015.56308466
br-423,3815.45317909
br-424,14468.4715993
br-425,3804.60531443
br-426,3973.41443408
br-427,7019.62589782
br-428,23270.1426343
br-429,15182.1619055
br-430,25174.7610745
br-431,142956.004936
br-432,9655.29896671
br-433,11526.5685011
br-434,42438.8148049
br-435,45434.0867275
br-436,11339.6806298
br-437,17574.0566188
br-438,7652.9471515
br-439,13552.9654236
br-440,3573.60802877
br-441,7018.58799875
br-442,17644.6037177
br-443,7261.25016803
br-444,16983.8669103
br-445,15020.8967983
br-446,11739.6960133
br-447,17026.1773126
br-448,25019.9145437
br-449,39809.1077948
br-450,9354.56855887
br-451,13034.3907403
br-452,38925.8856101
br-453,11546.4335162
br-454,20259.0081227
br-455,23875.6313147
br-456,10253.9524595
br-457,17822.5405802
br-458,8977.55286592
br-459,50553.3232926
br-460,7932.92196724
br-461,33131.5411704
br-462,12512.0448955
br-463,10638.1313431
br-464,34240.0095052
br-465,10566.9470422
br-466,23309.9798498
br-467,7402.95610666
br-468,10319.0598349
br-469,28572.8892679
br-470,20034.6474843
br-471,25092.6089454
br-472,11688.7469844
br-473,11729.7938364
br-474,14610.4615047
br-475,7772.12988383
br-476,6874.10806906
br-477,7007.73703277
br-478,7880.44430396
br-479,24044.0626306
br-480,36472.028837
br-481,10153.2592393
br-482,11200.8946055
br-483,24374.2202762
br-484,21951.2088779
br-485,7527.6829443
br-486,13778.8099849
br-487,12533.5105824
br-488,20669.8945604
br-489,8382.18603697
br-490,19225.8797864
br-491,31552.7356028
br-492,26155.1668934
br-493,10445.3754909
br-494,108848.856393
br-495,6803.49753952
br-496,19305.3354785
br-497,15447.4966541
br-498,31470.3985884
br-499,15332.4783475
br-500,19869.728399
br-501,9602.31810021
br-502,10162.0010006
br-503,14160.4990344
br-504,21151.6848344
br-505,8681.17227173
br-506,21067.9093139
br-507,45086.2594953
br-508,32164.7577822
br-509,14005.4941572
br-510,121416.275193
br-511,9114.78762323
br-512,24644.8517525
br-513,15755.7477907
br-514,14800.5730914
br-515,22827.8052702
br-516,25071.9423457
br-517,24541.6081914
br-518,8365.06057036
br-519,22073.5041617
br-520,37178.9091608
br-521,12892.4394161
br-522,21173.7442948
br-523,31259.6130297
br-524,30151.0718957
br-525,13983.1068718
br-526,46280.9131413
br-527,7957.71650714
br-528,12327.8925099
br-529,15710.17064
br-530,11856.5231522
br-531,34255.875139
br-532,7352.67749825
br-533,28442.5866871
br-534,17351.4075761
br-535,25804.1504903
br-536,7667.4714613
br-537,11024.6161282
br-538,12062.452796
br-539,19244.2171047
br-540,32604.8103361
br-541,17006.9422154
br-542,29042.3113232
br-543,4561.65002584
br-544,9325.42213571
br-545,9386.93080378
br-546,40106.3554502
br-547,11247.2551166
br-548,11535.5051804
br-549,2558799.50485
br-550,17903.8434858
br-551,12891.5998129
br-552,25144.612775
br-553,5219.21565491
br-554,10704.988227
br-555,12837.1280459
br-556,38513.1963338
br-557,25469.797814
br-558,9401.75947118
br-559,32800.5807615
br-560,8758.69197297
br-561,25164.0954183
br-562,57088.4537978
br-563,85087.8832045
br-564,45611.8051918
br-565,16170.7265058
br-566,10468.080221
br-567,10667.1692546
br-568,10490.5049086
br-569,43308.5076452
br-570,10640.5455929
br-571,71111.4193605
br-572,36868.9911971
br-573,31337.0702979
br-574,17506.4239129
br-575,14468.5458651
br-576,82731.6338215
br-577,13811.4382825
br-578,110427.083879
br-579,21218.6656293
br-580,16547.535453
br-581,12227.2443391
br-582,19255.7504296
br-583,17097.2384305
br-584,7409.5807426
br-585,17757.3127062
br-586,15660.1436479
br-587,137264.863211
br-588,9113.04038191
br-589,19410.3996842
br-590,13355.852071
br-591,12377.1479647
br-592,18721.6197294
br-593,50149.8140559
br-594,22211.4143683
br-595,20014.0518599
br-596,20328.4253525
br-597,25620.0854038
br-598,12255.7183668
br-599,17484.8334767
br-600,22810.05099
br-601,14814.7707415
br-602,16985.6427226
br-603,17727.0480484
br-604,13332.4965651
br-605,7506.90193486
br-606,11996.0610475
br-607,83584.9319695
br-608,21739.3758314
br-609,6850.54194617
br-610,36522.7990775
br-611,6336.12053278
br-612,306545.155196
br-613,8418.93570065
br-614,20710.5254967
br-615,43975.0537695
br-616,9954.47327423
br-617,54255.166146
br-618,14348.5193052
br-619,48706.9711084
br-620,15593.2235454
br-621,10249.6314218
br-622,6440.3125484
br-623,15564.7018607
br-624,37333.2437866
br-625,6632.12921458
br-626,13263.2060635
br-627,69239.7797394
br-628,24244.3227953
br-629,66811.8302538
br-630,9849.6978972
br-631,22756.547987
br-632,11871.1226835
br-633,7603.96844327
br-634,21615.9470931
br-635,23383.9754865
br-636,5691.22661674
br-637,16498.4332254
br-638,52302.9005806
br-639,18239.3292218
br-640,20517.0700713
br-641,13767.7454902
br-642,31628.5722896
br-643,46501.1875247
br-644,29646.9179431
br-645,50030.8154098
br-646,42687.5254881
br-647,56873.9621388
br-648,25220.4997799
br-649,71206.2207358
br-650,15181.0809512
br-651,17639.3725259
br-652,19450.2217439
br-653,17427.0202715
br-654,25157.695038
br-655,16198.3929834
br-656,62580.318101
br-657,17457.9023363
br-658,9491.0136342
br-659,334127.02479
br-660,23612.080712
br-661,11923.3435903
br-662,12410.5014738
br-663,17984.8456051
br-664,20936.8626208
br-665,71125.8081173
br-666,114747.891026
br-667,16445.7578537
br-668,22098.6192601
br-669,8627.37334788
br-670,6608.3560915
br-671,40495.1831903
br-672,18067.9587288
br-673,20569.6536399
br-674,2478823.14568
br-675,14069.7911435
br-676,12415.6094419
br-677,5878.48662078
br-678,14339.2568235
br-679,50480.2508088
br-680,4312.15459871
br-681,9640.33568037
br-682,23150.9825113
br-683,35681.7497748
br-684,4144.48235679
br-685,18225.8646563
br-686,53046.8258467
br-687,12406.4301311
br-688,22597.3873829
br-689,10620.0212737
br-690,62701.6089321
br-691,17648.9573745
br-692,92695.6149722
br-693,24463.6801993
br-694,38625.4488912
br-695,10850.0268169
br-696,11550.2079767
br-697,36012.7142645
br-698,12989.8317188
br-699,21420.0718819
br-700,6688.14937353
br-701,33876.6300981
br-702,45752.7510369
br-703,17644.3315529
br-704,110949.704622
br-705,35325.1421818
br-706,17996.5840634
br-707,17016.7651432
br-708,9907.84892142
br-709,32823.9006694
br-710,30713.4677211
br-711,22595.3000482
br-712,6195.08653384
br-713,15539.0884254
br-714,244442.39475
br-715,22949.4068085
br-716,29557.9754996
br-717,53237.3450678
br-718,17161.6857823
br-719,216754.039797
br-720,107589.650712
br-721,23296.9808557
br-722,9478.43949425
br-723,34571.8192025
br-724,11904.8660073
br-725,24857.188561
br-726,12370.9995426
br-727,12277.3642733
br-728,32838.4033691
br-729,40728.9153339
br-730,15895.8065053
br-731,7788.07109261
br-732,58959.6232963
br-733,19529.1518655
br-734,13693.5547322
br-735,10825.2872198
br-736,13575.4507648
br-737,29770.3395938
br-738,26001.9682966
br-739,23093.0719844
br-740,20382.0113058
br-741,58466.173913
br-742,61738.0526237
br-743,10943.2560363
br-744,5543.6410749
br-745,8582.57128537
br-746,11290.4471664
br-747,29735.0946841
br-748,28514.5737126
br-749,29846.3998592
br-750,10734.7999917
br-751,39816.7928063
br-752,8791.37563515
br-753,33717.7589607
br-754,15381.3173941
br-755,17265.3968916
br-756,14720.2681715
br-757,9544.46011996
br-758,11492.8681321
br-759,14351.5184826
br-760,9763.83704877
br-761,5924.85906458
br-762,18859.2306689
br-763,76413.03567
br-764,14309.252761
br-765,18571.2657977
br-766,68568.8899554
br-767,25515.3225186
br-768,18746.392678
br-769,67460.1328167
br-770,42124.4512072
br-771,41823.3655401
br-772,44142.3305303
br-773,7509.67534709
br-774,11626.2418673
br-775,15128.4944554
br-776,16120.3965298
br-777,40880.2487283
br-778,28382.7487814
br-779,15341.3016301
br-780,25171.9796661
br-781,6812.67560661
br-782,183494.195745
br-783,16885.7981045
br-784,27668.9849104
br-785,24270.0865132
br-786,8480.18321919
br-787,53356.6001164
br-788,16074.1521113
br-789,65865.4876364
br-790,48729.131973
br-791,12707.8869088
br-792,30110.4365082
br-793,7260.03124344
br-794,18485.6151023
br-795,18841.2891822
br-796,12234.8908781
br-797,36688.0999907
br-798,16477.1929963
br-799,52373.8835323
br-800,2536644.42398
br-801,11583.3744349
br-802,29656.2818595
br-803,29167.9490695
br-804,13350.3659437
br-805,6866.0427832
br-806,22746.5570555
br-807,7185.96969223
br-808,79140.5548373
br-809,9313.09399408
br-810,28591.3972173
br-811,38619.6835672
br-812,13606.3455997
br-813,9837.18628967
br-814,11215.8076737
br-815,187187.168954
br-816,356631.094546
br-817,33366.0244005
br-818,117186.432899
br-819,27045.5826293
br-820,11170.8454078
br-821,4410.72790366
br-822,30365.0352205
br-823,5403.39357185
br-824,15591.7330742
br-825,26107.6824059
br-826,101410.241727
br-827,9017.94277978
br-828,25521.2054926
br-829,21226.6515083
br-830,10171.2611268
br-831,8612.49964237
br-832,11972.0146588
br-833,0.0
br-834,0.0
br-835,11201.2025802
br-836,13478.3778583
br-837,30817.0306289
br-838,10438.4799738
br-839,23711.5151644
br-840,10432.857089
br-841,15298.2859992
br-842,10335.9605698
br-843,136680.281582
br-844,12921.4348266
br-845,31747.6663163
br-846,13503.8771777
br-847,10466.1174354
br-848,24793.5542068
br-849,17272.1145874
br-850,5598.10418418
br-851,17552.4367137
br-852,13622.3801428
br-853,44345.2396041
br-854,20398.5740547
br-855,22210.0619565
br-856,17623.0746503
br-857,23307.0380207
br-858,6435.65804356
br-859,9753.20052427
br-860,16645.3560986
br-861,10779.8436201
br-862,7829.60190487
br-863,30387.1496323
br-864,10149.5717497
br-865,106084.693782
br-866,10690.840119
br-867,11954.2473239
br-868,32550.8113632
br-869,20921.4434869
br-870,410627.325731
br-871,22990.2433178
br-872,18195.978789
br-873,19427.2933717
br-874,64530.3923736
br-875,8288.71774387
br-876,13043.7151507
br-877,414997.056634
br-878,320338.027977
br-879,4909.41105768
br-880,1920.90615918
br-881,155292.677608
br-882,7003.26557314
br-883,15130.8841641
br-884,19555.4582892
br-885,2310.19307771
br-886,2637.71119213
br-887,20790.1545202
br-888,1951.05791405
br-889,4302.65031287
br-890,6568.70202905
br-891,7450.73746845
br-892,3480.41311498
br-893,5221.01560479
br-894,3440.84456798
br-895,340718.24276
br-896,978.924504399
br-897,19057.0003834
br-898,446541.296695
br-899,2406.81460878
br-900,3767.8931506
br-901,3779.07770014
br-902,16717.2530733
br-903,7674.44227433
br-904,7200.15490033
br-905,6911.05158958
br-906,3129.41673353
br-907,12442.2255595
br-908,3429.06160868
br-909,2076.4949283
br-910,3517.26448584
br-911,8301.90951848
br-912,23693.5877104
br-913,7932.01669687
br-914,19578.0625932
br-915,7181.34421587
br-916,3376.03999012
br-917,3039.49232078
br-918,8687.33794019
br-919,2467.77707735
br-920,3256.06363708
br-921,2545.01819232
br-922,12757.8385493
br-923,6938.25065884
br-924,10153.8309904
br-925,1355.77065104
br-926,7926.75833449
br-927,16057.5354004
br-928,69568.411677
br-929,3408.56783313
br-930,3257.49900317
br-931,3508.18091938
br-932,10533.7934022
br-933,5777.87025662
br-934,17462.1514517
br-935,4828.44132778
br-936,8948.95972535
br-937,3488.26414952
br-938,85836.5116206
br-939,4753.81022912
br-940,8978.74934573
br-941,23434.1103671
br-942,7250.50023484
br-943,7260.18487896
br-944,51744.1851025
br-945,18170.5730945
br-946,3381.74550124
br-947,9898.01531175
br-948,7850.42821504
br-949,44909.3570683
br-950,2805.02478331
br-951,15142.0421758
br-952,3523.75113136
br-953,2879.64241606
br-954,3159.09039771
br-955,2104.65393665
br-956,2380.96145341
br-957,4721.14497881
br-958,7488.9222762
br-959,10778.0677052
br-960,3660.56841642
br-961,3137.14701137
br-962,6728.60241185
br-963,6050.31345852
br-964,10640.8020081
br-965,11528.0399561
br-966,99410.9393294
br-967,4649.33105128
br-968,23702.3765026
br-969,10534.7907197
br-970,58637.545531
br-971,5023.60911034
br-972,1362743.62983
br-973,29562.3858795
br-974,31477.8861033
br-975,4745.07046883
br-976,13546.3973806
br-977,4131.84718043
br-978,2292.97565621
br-979,2186.47165249
br-980,3426.91128755
br-981,16571.3848171
br-982,3855.5871433
br-983,12549.1874693
br-984,5457.76152605
br-985,13061.945166
br-986,50141.9423733
br-987,23644.8703766
br-988,30551.615068
br-989,2749.828262
br-990,34437.0552506
br-991,4184.37423682
br-992,5127.79563129
br-993,6040.00422002
br-994,17875.6439637
br-995,7550.58142722
br-996,25092.6482109
br-997,6032.00617561
br-998,8239.94638139
br-999,92885.071895
br-1000,2592.96299893
br-1001,5889.27804378
br-1002,41235.2871514
br-1003,88022.7213645
br-1004,2853.18036255
br-1005,2251.15868115
br-1006,6887.93120971
br-1007,18522.2157618
br-1008,8450.4862414
br-1009,171107.523079
br-1010,2201.36581495
br-1011,6349.56064658
br-1012,10184.2540759
br-1013,2040.00934112
br-1014,8736.44471356
br-1015,4225.03837636
br-1016,11101.4816417
br-1017,2610.37314703
br-1018,29598.9567451
br-1019,50190.1234687
br-1020,1691.74460511
br-1021,7406.69962218
br-1022,7631.07000225
br-1023,3914.13003614
br-1024,10166.4369572
br-1025,40034.4559935
br-1026,2311.81454167
br-1027,4871.43793176
br-1028,12745.4621279
br-1029,6120.76640159
br-1030,3484.72682918
br-1031,7955.09201151
br-1032,23696.2096214
br-1033,40640.7917311
br-1034,2218.3364113
br-1035,1965.85109626
br-1036,11390.8853801
br-1037,8068.89279649
br-1038,2805.96230245
br-1039,3365.94273215
br-1040,7802.20912099
br-1041,3368.25209683
br-1042,85825.4582032
br-1043,3842.42163458
br-1044,13651.710456
br-1045,3896.86082417
br-1046,5149.67179771
br-1047,26743.3966528
br-1048,3204.57899168
br-1049,22496.9990408
br-1050,2029.02142048
br-1051,3413.96599451
br-1052,2615.69679579
br-1053,10512.4543152
br-1054,2830.68803026
br-1055,9773.98887217
br-1056,2706.73917226
br-1057,23314.3968024
br-1058,10750.001185
br-1059,22507.2859224
br-1060,28118.1749001
br-1061,78961.9107318
br-1062,16286.941625
br-1063,40606.5069095
br-1064,3208.70949331
br-1065,3689.06265046
br-1066,29706.1070032
br-1067,3039.76959431
br-1068,42370.3775796
br-1069,9952.17053664
br-1070,4230.37981209
br-1071,3397.17146111
br-1072,174152.281811
br-1073,17986.4799442
br-1074,10677.5613176
br-1075,5190.11068845
br-1076,9850.9392911
br-1077,1901.62765527
br-1078,29249.4223375
br-1079,4388.73715262
br-1080,21220.4970743
br-1081,3599.51166612
br-1082,1725.85426646
br-1083,16681.8072345
br-1084,7271.72142369
br-1085,5383.65554607
br-1086,3261.52511951
br-1087,4461.87921569
br-1088,35277.2896413
br-1089,3612.77684435
br-1090,6495.43041177
br-1091,3060.95305703
br-1092,2831.27909464
br-1093,3829.69802251
br-1094,9799.94663987
br-1095,4230.65487322
br-1096,4609.34280467
br-1097,61347.8849338
br-1098,2679.27450478
br-1099,79533.1176804
br-1100,7180.06968241
br-1101,22758.3546959
br-1102,6464.31139743
br-1103,3375.31235743
br-1104,2856.78414688
br-1105,6306.56379509
br-1106,2700.83543798
br-1107,105975.802953
br-1108,3315.44385748
br-1109,4587.95332909
br-1110,4236.56841405
br-1111,2836.56840472
br-1112,36960.8683581
br-1113,13146.5999278
br-1114,2934.64980206
br-1115,127303.880211
br-1116,3503.19004872
br-1117,11860.7598335
br-1118,7028.74515766
br-1119,4540.64264426
br-1120,4926.13207757
br-1121,10941.4479022
br-1122,99761.7654784
br-1123,5575.25524569
br-1124,20692.9247043
br-1125,23048.7969492
br-1126,8902.76981151
br-1127,23859.3985826
br-1128,29426.2131087
br-1129,10292.87749
br-1130,5463.02637351
br-1131,37631.3291848
br-1132,29369.5045425
br-1133,12913.0288647
br-1134,16557.7712518
br-1135,13343.7352329
br-1136,40552.562183
br-1137,29260.7561882
br-1138,27180.0415872
br-1139,10927.7070034
br-1140,95770.8117499
br-1141,14806.8970279
br-1142,15817.625643
br-1143,4984.58563605
br-1144,80381.1613456
br-1145,17160.7231118
br-1146,87843.3813271
br-1147,52217.7297448
br-1148,11230.7632103
br-1149,6280.52825803
br-1150,5334.6982721
br-1151,19415.9168986
br-1152,5777.2188735
br-1153,7426.82153457
br-1154,38293.4796172
br-1155,27227.0063088
br-1156,14102.0548642
br-1157,7065.31219947
br-1158,31773.691099
br-1159,21772.6777469
br-1160,61438.1250681
br-1161,25792.1627665
br-1162,14086.3966981
br-1163,17039.3630792
br-1164,8058.56145287
br-1165,10000.3670967
br-1166,14136.7546389
br-1167,12733.3655884
br-1168,19900.3771937
br-1169,10704.3895289
br-1170,22899.7190209
br-1171,21077.6985878
br-1172,149672.012212
br-1173,8854.5517571
br-1174,8598.27948165
br-1175,11895.9180319
br-1176,17257.9092235
br-1177,70243.9009503
br-1178,13078.3328317
br-1179,112837.520071
br-1180,44588.6387419
br-1181,37687.7176761
br-1182,16095.3699559
br-1183,58748.2465488
br-1184,28248.6001456
br-1185,11538.2027855
br-1186,21568.3130167
br-1187,10374.2484989
br-1188,17551.2044301
br-1189,34066.0192548
br-1190,7771.20720002
br-1191,5881.74732266
br-1192,16886.8098866
br-1193,11100.7607228
br-1194,14318.3496912
br-1195,11336.1920226
br-1196,16494.2351284
br-1197,9514.68571889
br-1198,15064.4295829
br-1199,15177.5978398
br-1200,6944.6385566
br-1201,11656.8917425
br-1202,23975.5291179
br-1203,5848.99538612
br-1204,55189.5081299
br-1205,11432.4969261
br-1206,24787.2071557
br-1207,23750.5712426
br-1208,10388.051613
br-1209,13166.3097105
br-1210,250738.323405
br-1211,14751.3069657
br-1212,49550.2187101
br-1213,23607.5478035
br-1214,6455.6622467
br-1215,12013.8816774
br-1216,22945.6349134
br-1217,14680.1316375
br-1218,3793.57815871
br-1219,49044.030022
br-1220,10230.8928649
br-1221,7625.04656255
br-1222,11230.9766948
br-1223,8394.81170794
br-1224,9994.7529484
br-1225,6570.14276603
br-1226,10758.6166863
br-1227,10909.4103462
br-1228,6252.43765169
br-1229,16731.0579423
br-1230,18446.5656845
br-1231,4244.93733788
br-1232,13386.9972135
br-1233,14912.2010885
br-1234,28489.2207805
br-1235,12098.2640636
br-1236,20950.1096517
br-1237,5700.51503831
br-1238,19810.3756924
br-1239,24193.8722663
br-1240,13747.0302466
br-1241,31132.7627921
br-1242,8257.16448584
br-1243,16970.4119178
br-1244,11894.0074001
br-1245,4655.62033445
br-1246,4363.59979506
br-1247,18407.5551765
br-1248,15092.0103545
br-1249,12437.919147
br-1250,95208.8468275
br-1251,18390.7159485
br-1252,19013.3319501
br-1253,33451.4213418
br-1254,16700.3255727
br-1255,17325.8098044
br-1256,13962.583777
br-1257,16439.6712382
br-1258,36106.5277041
br-1259,22029.6153843
br-1260,33983.9269689
